id,date_found,source,type,montana_specific,national_eligible_for_MT,title,description_short,company_or_agency,deadline,proof_required,url_info,url_claim,status,priority_for_user,date_added,category,money_speed,difficulty,proof_simple,state
MT_UNCLAIMED_MT_UNCLAIMED_USAGOV,2025-12-02,MT_UNCLAIMED,unclaimed_money_guide,no,yes,U.S. Government Unclaimed Money Guide (USAGov),"Official federal guide for finding unclaimed money from government sources such as tax refunds, bank failures, FHA refunds, and more, with links to the correct search tools.",USA.gov (U.S. General Services Administration),,medium,https://www.usa.gov/unclaimed-money,https://www.usa.gov/unclaimed-money,open,high,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
NWENERGY_PROGRAMS_LIHEAP,2025-12-01,NWENERGY_PROGRAMS,energy_assistance,yes,no,Low Income Home Energy Assistance Program (LIHEAP),Helps qualifying low-income households pay winter heating bills. Eligibility based on income and household size.,NorthWestern Energy,,medium,https://northwesternenergy.com/billing-payment/assistance,https://dphhs.mt.gov/hcsd/energyassistance,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_ENERGY_SHARE,2025-12-01,NWENERGY_PROGRAMS,energy_assistance,yes,no,Energy Share of Montana Emergency Energy Assistance,Provides emergency heating assistance for households facing a temporary financial crisis. Helps prevent service shutoffs.,NorthWestern Energy,,medium,https://northwesternenergy.com/billing-payment/assistance,https://energysharemt.com/,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_WEATHERIZATION,2025-12-01,NWENERGY_PROGRAMS,weatherization,yes,no,Weatherization Assistance Program,"Free weatherization services for eligible low-income households to reduce energy bills through insulation, air sealing, and efficiency upgrades.",NorthWestern Energy,,medium,https://northwesternenergy.com/save-energy-energy-programs/weatherization,https://dphhs.mt.gov/hcsd/energyassistance,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_LOW_INCOME_WEATHERIZATION,2025-12-01,NWENERGY_PROGRAMS,weatherization,yes,no,Low-Income Weatherization Program,"Energy efficiency updates for income-qualified homes including insulation, heating system repair, and energy audits.",NorthWestern Energy,,medium,https://northwesternenergy.com/save-energy-energy-programs/low-income-weatherization,https://dphhs.mt.gov/hcsd/energyassistance,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_REBATES_HEATPUMPS,2025-12-01,NWENERGY_PROGRAMS,utility_rebate,yes,no,Heat Pump Rebate Program,Rebates for qualifying electric heat pump installations to improve efficiency and reduce heating costs.,NorthWestern Energy,,medium,https://northwesternenergy.com/save-energy-energy-programs/rebates,https://northwesternenergy.com/save-energy-energy-programs/rebates,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_REBATES_WATER_HEATERS,2025-12-01,NWENERGY_PROGRAMS,utility_rebate,yes,no,Electric Water Heater Rebate Program,Rebates for high-efficiency water heaters for residential customers.,NorthWestern Energy,,medium,https://northwesternenergy.com/save-energy-energy-programs/rebates,https://northwesternenergy.com/save-energy-energy-programs/rebates,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_REBATES_INSULATION,2025-12-01,NWENERGY_PROGRAMS,utility_rebate,yes,no,Home Insulation Rebate Program,"Rebates for qualifying attic, wall, and floor insulation upgrades.",NorthWestern Energy,,medium,https://northwesternenergy.com/save-energy-energy-programs/rebates,https://northwesternenergy.com/save-energy-energy-programs/rebates,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_BUDGET_BILLING,2025-12-01,NWENERGY_PROGRAMS,bill_management,yes,no,Budget Billing Program,Averaged monthly payments to help manage seasonal bill spikes.,NorthWestern Energy,,medium,https://northwesternenergy.com/billing-payment/budget-billing,https://northwesternenergy.com/billing-payment/budget-billing,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
NWENERGY_PROGRAMS_PAYMENT_ARRANGEMENTS,2025-12-01,NWENERGY_PROGRAMS,bill_assistance,yes,no,Payment Arrangements / Bill Assistance Options,Flexible payment plans to prevent disconnection and help manage overdue bills.,NorthWestern Energy,,medium,https://northwesternenergy.com/billing-payment/assistance,https://northwesternenergy.com/billing-payment/assistance,open,high,2025-12-01,Utilities & energy,Medium,Easy,Normal,MT
MT_PSC_PROGRAMS_INFORMAL_COMPLAINT,2025-12-01,MT_PSC_PROGRAMS,bill_dispute,yes,no,Utility Informal Complaint & Bill Dispute Help,"Get help resolving disputes with regulated utilities about billing, service quality, disconnections, or meter issues through the Montana PSC informal complaint process.",Montana Public Service Commission,,medium,https://psc.mt.gov/consumer-assistance/file-a-complaint,https://psc.mt.gov/consumer-assistance/file-a-complaint,open,high,2025-12-01,Utilities & energy,Medium,Medium,Normal,MT
MT_PSC_PROGRAMS_FORMAL_COMPLAINT,2025-12-01,MT_PSC_PROGRAMS,bill_dispute,yes,no,Formal Complaint Process for Utility Issues,"If an informal complaint does not resolve the issue, customers can file a formal complaint with the PSC to seek bill corrections, refunds, or other relief.",Montana Public Service Commission,,medium,https://psc.mt.gov/consumer-assistance/formal-complaints,https://psc.mt.gov/consumer-assistance/formal-complaints,open,high,2025-12-01,Utilities & energy,Medium,Medium,Normal,MT
MT_PSC_PROGRAMS_CONSUMER_ASSISTANCE,2025-12-01,MT_PSC_PROGRAMS,consumer_assistance,yes,no,PSC Consumer Assistance & Mediation,"PSC staff can help customers understand their rights, review utility bills, and work with utilities to resolve billing errors, credits, and payment issues.",Montana Public Service Commission,,medium,https://psc.mt.gov/consumer-assistance,https://psc.mt.gov/consumer-assistance,open,high,2025-12-01,Utilities & energy,Medium,Medium,Normal,MT
US_FEDERAL_PROGRAMS_LIHEAP_USAGOV,2025-12-01,US_FEDERAL_PROGRAMS,energy_assistance,no,yes,Help With Energy Bills (LIHEAP),Find out if you qualify for the Low Income Home Energy Assistance Program (LIHEAP) and get links to your state office to apply for help with heating and cooling bills.,USAGov / U.S. Department of Health and Human Services,,medium,https://www.usa.gov/help-with-energy-bills,https://www.usa.gov/help-with-energy-bills,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
US_FEDERAL_PROGRAMS_LIHEAP_DIRECTORY,2025-12-01,US_FEDERAL_PROGRAMS,energy_assistance,no,yes,LIHEAP State Assistance Directory,Directory of LIHEAP state and territory offices where you can apply for energy assistance and crisis help with your utility bills.,National Energy Assistance Directors’ Association (LIHEAP.org),,medium,https://www.liheap.org/directory,https://www.liheap.org/directory,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
US_FEDERAL_PROGRAMS_LIFELINE_USAGOV,2025-12-01,US_FEDERAL_PROGRAMS,phone_internet_assistance,no,yes,Help Paying for Phone and Internet (Lifeline Overview),Federal Lifeline program overview from USAGov with information on eligibility and how to get discounted phone or internet service.,USAGov / Federal Communications Commission (FCC),,medium,https://www.usa.gov/help-with-phone-internet-bills,https://www.usa.gov/help-with-phone-internet-bills,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
US_FEDERAL_PROGRAMS_LIFELINE_APPLY,2025-12-01,US_FEDERAL_PROGRAMS,phone_internet_assistance,no,yes,Lifeline Phone and Internet Discount – Apply,Apply for the federal Lifeline program to get a monthly discount on phone or internet service if you have low income or qualify through other programs.,Universal Service Administrative Company (USAC),,medium,https://www.lifelinesupport.org/,https://www.getinternet.gov/apply?id=nv_home,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
US_FEDERAL_PROGRAMS_VA_BENEFITS,2025-12-01,US_FEDERAL_PROGRAMS,veterans_benefits,no,yes,U.S. Department of Veterans Affairs – Benefits,"Apply for and manage VA benefits including disability compensation, pensions, education, housing, and health care. Many veterans are owed backpay or retroactive benefits.",U.S. Department of Veterans Affairs,,medium,https://www.va.gov/,https://www.va.gov/,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_SNAP,2025-12-01,MT_DPHHS_PROGRAMS,food_assistance,yes,no,Supplemental Nutrition Assistance Program (SNAP),Monthly food benefits on an EBT card for eligible low-income individuals and families to help buy groceries.,Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/hcsd/SNAP,https://apply.mt.gov/,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_TANF,2025-12-01,MT_DPHHS_PROGRAMS,cash_assistance,yes,no,Temporary Assistance for Needy Families (TANF) Cash Assistance,"Temporary cash assistance and work support for eligible low-income families with children, limited to 60 months in an adult's lifetime.",Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/hcsd/TANF,https://apply.mt.gov/,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_HEALTH_COVERAGE,2025-12-01,MT_DPHHS_PROGRAMS,health_coverage,yes,no,Health Coverage Assistance (Medicaid & Healthy Montana Kids),"Apply for Medicaid, Healthy Montana Kids (HMK), and other health coverage help, including premium tax credits through the federal marketplace.",Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/healthcare/Apply,https://apply.mt.gov/,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_LIHEAP,2025-12-01,MT_DPHHS_PROGRAMS,energy_assistance,yes,no,Low Income Home Energy Assistance Program (LIHEAP),Helps pay part of winter heating bills and may assist with furnace emergencies for eligible low-income households.,Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/hcsd/energyassistance,https://dphhs.mt.gov/hcsd/energyassistance,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_BEST_BEGinnings,2025-12-01,MT_DPHHS_PROGRAMS,childcare_assistance,yes,no,Best Beginnings Child Care Scholarship,Helps eligible families pay for child care through a sliding-fee scholarship so parents can work or attend school.,Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/ecfsd/ChildCare/BestBeginningsScholarships,https://dphhs.mt.gov/assets/ecfsd/EligibilityApplicationPacket.pdf,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
MT_DPHHS_PROGRAMS_EMERGENCY_SOLUTIONS_GRANT,2025-12-01,MT_DPHHS_PROGRAMS,housing_assistance,yes,no,Emergency Solutions Grant (ESG) Program,Housing assistance and supportive services for people who are homeless or at risk of homelessness to help them obtain and keep permanent housing.,Montana Department of Public Health and Human Services (DPHHS),,medium,https://dphhs.mt.gov/hcsd/EmergencySolutionsGrant/,https://dphhs.mt.gov/hcsd/EmergencySolutionsGrant/,open,high,2025-12-01,Social services & safety net,Slow,Medium,Normal,MT
USDA_PROGRAMS_FSA_MT_PROGRAMS_OVERVIEW,2025-12-02,USDA_PROGRAMS,agriculture_program_portal,yes,no,USDA Farm Service Agency – Montana Programs,"Overview of USDA Farm Service Agency programs in Montana, including disaster assistance, commodity support, conservation, and farm loans. Start here to see what you may qualify for.",USDA Farm Service Agency – Montana,,medium,https://www.fsa.usda.gov/state-offices/montana/index,https://www.fsa.usda.gov/state-offices/montana/index,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_FSA_MT_DISASTER_ASSISTANCE,2025-12-02,USDA_PROGRAMS,disaster_assistance,yes,yes,USDA FSA – Disaster Assistance Programs (Montana),"FSA disaster assistance programs for Montana producers affected by drought, wildfire, storms, or other disasters. May provide direct payments or cost-share help.",USDA Farm Service Agency,,medium,https://www.fsa.usda.gov/programs-and-services/disaster-assistance-program/,https://www.fsa.usda.gov/state-offices/montana/index,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_FSA_CRP,2025-12-02,USDA_PROGRAMS,conservation_payment,no,yes,Conservation Reserve Program (CRP),Pays farmers and ranchers to remove environmentally sensitive land from production and plant species that improve environmental health. Participants receive annual rental payments.,USDA Farm Service Agency,,medium,https://www.fsa.usda.gov/programs-and-services/conservation-programs/conservation-reserve-program/,https://www.fsa.usda.gov/state-offices/montana/index,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_FSA_ARC_PLC,2025-12-02,USDA_PROGRAMS,commodity_support,no,yes,Agriculture Risk Coverage (ARC) and Price Loss Coverage (PLC),Safety net programs that provide payments to farmers when crop revenues or prices fall below guaranteed levels. Available for many covered commodities.,USDA Farm Service Agency,,medium,https://www.fsa.usda.gov/programs-and-services/arcplc_program/index,https://www.fsa.usda.gov/state-offices/montana/index,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_FSA_FARM_LOAN_PROGRAMS,2025-12-02,USDA_PROGRAMS,farm_loan_program,no,yes,USDA Farm Loan Programs (Direct and Guaranteed),"Direct and guaranteed loans to start, expand, or support a farm or ranch, including operating loans and ownership loans. Some debt relief and servicing options may be available.",USDA Farm Service Agency,,medium,https://www.fsa.usda.gov/programs-and-services/farm-loan-programs/index,https://www.fsa.usda.gov/state-offices/montana/index,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_NRCS_EQIP_MT,2025-12-02,USDA_PROGRAMS,conservation_cost_share,yes,yes,Environmental Quality Incentives Program (EQIP) – Montana,"Cost-share and incentives for Montana agricultural producers to install conservation practices that improve soil, water, and wildlife habitat.",USDA Natural Resources Conservation Service – Montana,,medium,https://www.nrcs.usda.gov/programs-initiatives/eqip-environmental-quality-incentives/montana,https://www.nrcs.usda.gov/contact/find-a-service-center,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_NRCS_CSP_MT,2025-12-02,USDA_PROGRAMS,conservation_payment,yes,yes,Conservation Stewardship Program (CSP) – Montana,Pays producers for maintaining and improving existing conservation practices and adopting additional activities on working lands in Montana.,USDA Natural Resources Conservation Service – Montana,,medium,https://www.nrcs.usda.gov/programs-initiatives/csp-conservation-stewardship-program/montana,https://www.nrcs.usda.gov/contact/find-a-service-center,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
USDA_PROGRAMS_RMA_CROP_INSURANCE,2025-12-02,USDA_PROGRAMS,crop_insurance,no,yes,USDA RMA – Crop Insurance and Loss Claims,"Information on federal crop insurance plans, coverage options, and how to file a claim for crop losses due to covered causes like drought, hail, or excess moisture.",USDA Risk Management Agency,,medium,https://www.rma.usda.gov/,https://www.rma.usda.gov/en/Policy-and-Procedure/Claims,open,high,2025-12-02,Agriculture & rural,Slow,Medium,Normal,MT
MT_PROPERTY_TAX_RELIEF_PTAP,2025-12-02,MT_PROPERTY_TAX_RELIEF,property_tax_relief,yes,no,Property Tax Assistance Program (PTAP),Reduces property taxes for low-income Montana homeowners. Benefits depend on income and property value limits.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/ptap,https://revenue.mt.gov/publications/property-tax-assistance-program-application-form-ptap,open,high,2025-12-02,Tax & property relief,Medium,Medium,Normal,MT
MT_PROPERTY_TAX_RELIEF_MDV,2025-12-02,MT_PROPERTY_TAX_RELIEF,property_tax_relief,yes,no,Disabled Veteran Property Tax Relief (MDV),Reduces property taxes for qualifying disabled veterans and their surviving spouses. Relief amount depends on income and disability rating.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/mdv,https://revenue.mt.gov/publications/disabled-veteran-property-tax-relief,open,high,2025-12-02,Tax & property relief,Medium,Medium,Normal,MT
MT_PROPERTY_TAX_RELIEF_ELDERLY_HR_CREDIT,2025-12-02,MT_PROPERTY_TAX_RELIEF,tax_credit,yes,no,Montana Elderly Homeowner/Renter Credit,Refundable credit for low-income elderly Montanans to help with rent or property taxes. Claimed through the Montana tax return or TAP account.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/montana-elderly-homeowner-renter-credit,https://tap.dor.mt.gov/,open,high,2025-12-02,Tax & property relief,Medium,Medium,Normal,MT
MT_PROPERTY_TAX_RELIEF_LAND_VALUE_PTAP,2025-12-02,MT_PROPERTY_TAX_RELIEF,property_tax_relief,yes,no,Land Value Property Tax Assistance Program,Property tax relief for homeowners whose land value increased rapidly. Must apply using the LVPTARP form.,Montana Department of Revenue,,medium,https://revenuefiles.mt.gov/property/property-tax-help/land-value-property-tax-assistance-program,https://revenue.mt.gov/files/Forms/Land_Value_Property_Tax_Assistance_for_Residential_Property_Form_LVPTARP_2025-2026.pdf,open,high,2025-12-02,Tax & property relief,Medium,Medium,Normal,MT
MT_PROPERTY_TAX_RELIEF_DISABLED_PERSON_EXEMPTION,2025-12-02,MT_PROPERTY_TAX_RELIEF,property_tax_relief,yes,no,Special Property Tax Relief for Certain Disabled Persons,Additional tax relief for certain disabled individuals based on income and eligibility rules.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help,https://revenue.mt.gov/property/property-tax-help,open,high,2025-12-02,Tax & property relief,Medium,Medium,Normal,MT
MT_DOJ_SETTLEMENTS_OCP_OVERVIEW,2025-12-02,MT_DOJ_SETTLEMENTS,consumer_protection_portal,yes,no,Montana Office of Consumer Protection – Help for Consumers,"The Office of Consumer Protection investigates complaints, enforces consumer laws, and can secure refunds or restitution for Montana consumers harmed by unfair or deceptive business practices.",Montana Department of Justice – Office of Consumer Protection,,medium,https://www.dojmt.gov/office-of-consumer-protection/,https://www.dojmt.gov/office-of-consumer-protection/,open,high,2025-12-02,Legal settlements & enforcement,Slow,Medium,Normal,MT
MT_DOJ_SETTLEMENTS_OCP_CONSUMER_COMPLAINT,2025-12-02,MT_DOJ_SETTLEMENTS,consumer_complaint,yes,no,File a Consumer Complaint with the Montana DOJ,"File a complaint against a business with the Montana Department of Justice’s Office of Consumer Protection. Complaints can lead to refunds, contract changes, or enforcement actions and settlements.",Montana Department of Justice – Office of Consumer Protection,,medium,https://www.dojmt.gov/office-of-consumer-protection/consumer-complaints/,https://www.dojmt.gov/office-of-consumer-protection/consumer-complaints/,open,high,2025-12-02,Legal settlements & enforcement,Slow,Medium,Normal,MT
MT_DOJ_SETTLEMENTS_TOBACCO_SETTLEMENT_MSA,2025-12-02,MT_DOJ_SETTLEMENTS,settlement_info,yes,no,Tobacco Directory & Tobacco Settlement Information,Information on Montana’s participation in the national tobacco Master Settlement Agreement and related tobacco enforcement. Some funds support health and prevention programs that may benefit Montana residents.,Montana Department of Justice – Office of Consumer Protection,,medium,https://www.dojmt.gov/office-of-consumer-protection/tobacco-directory-tobacco-settlement/,https://www.dojmt.gov/office-of-consumer-protection/tobacco-directory-tobacco-settlement/,open,high,2025-12-02,Legal settlements & enforcement,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_BLACKFEET_GENERAL_SERVICES,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_programs_portal,yes,no,Blackfeet Nation – Government & Services,"Blackfeet Nation government site with links to programs, services, housing, education, and assistance resources for tribal members.",Blackfeet Nation,,medium,https://blackfeetnation.com/,https://blackfeetnation.com/,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_CROW_ENROLLMENT_PERCAPITA,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_per_capita,yes,no,Crow Tribe – Enrollment & Per Capita Payments,Crow Tribe enrollment and per capita office page with forms and contact info for updating records and researching missing per capita payments.,Crow Tribe of Indians,,medium,https://www.crow-nsn.gov/enrollment.html,https://www.crow-nsn.gov/enrollment.html,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_CROW_GOVERNMENT_SERVICES,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_programs_portal,yes,no,Crow Nation – Government & Tribal Services,"Official Crow Nation government site with links to departments, programs, and services that may offer financial help, housing, and other assistance to tribal members.",Crow Tribe of Indians,,medium,https://www.crow-nsn.gov/,https://www.crow-nsn.gov/,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_NORTHERN_CHEYENNE_GOVERNMENT,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_programs_portal,yes,no,Northern Cheyenne Tribe – Government & Services,"Northern Cheyenne Tribe site with information on tribal government, services, and programs that may include housing, emergency assistance, and benefits for enrolled members.",Northern Cheyenne Tribe,,medium,https://www.cheyennenation.com/,https://www.cheyennenation.com/,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_FORT_PECK_GOVERNMENT_DEPARTMENTS,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_programs_portal,yes,no,Fort Peck Assiniboine & Sioux Tribes – Government & Departments,"Fort Peck Tribes site listing departments and programs including housing, health, employment, and other services that may offer financial assistance or benefits to tribal members.",Fort Peck Assiniboine & Sioux Tribes,,medium,https://fortpecktribes.org/,https://fortpecktribes.org/,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
MT_TRIBAL_PROGRAMS_BIA_ROCKY_MOUNTAIN_TRIBAL_SERVICES,2025-12-02,MT_TRIBAL_PROGRAMS,tribal_trust_services,yes,no,BIA Rocky Mountain Region – Tribal Services & Trust Resources,"Bureau of Indian Affairs Rocky Mountain Region information on trust services, land and mineral income, and other programs that may result in payments or benefits for enrolled tribal members in Montana.",Bureau of Indian Affairs – Rocky Mountain Regional Office,,medium,https://www.bia.gov/regional-offices/rocky-mountain,https://www.bia.gov/regional-offices/rocky-mountain,open,high,2025-12-02,Tribal programs,Slow,Medium,Normal,MT
STUDENT_LOAN_RELIEF_FED_PSLF,2025-12-02,STUDENT_LOAN_RELIEF,loan_forgiveness,no,yes,Public Service Loan Forgiveness (PSLF),Federal program that can forgive remaining Direct federal student loan debt after 120 qualifying payments while working full-time for eligible public service or nonprofit employers.,U.S. Department of Education / Federal Student Aid,,medium,https://studentaid.gov/manage-loans/forgiveness-cancellation/public-service,https://studentaid.gov/pslf/,open,high,2025-12-02,Education & student help,Slow,Hard,Normal,MT
STUDENT_LOAN_RELIEF_FED_IDR_FORGIVENESS,2025-12-02,STUDENT_LOAN_RELIEF,loan_forgiveness,no,yes,Income-Driven Repayment (IDR) Forgiveness & Adjustment,"Under income-driven repayment plans, remaining Direct loan balances may be forgiven after 20–25 years. One-time IDR account adjustments may give extra credit toward forgiveness for some borrowers.",U.S. Department of Education / Federal Student Aid,,medium,https://studentaid.gov/announcements-events/idr-account-adjustment,https://studentaid.gov/idr/,open,high,2025-12-02,Education & student help,Slow,Hard,Normal,MT
STUDENT_LOAN_RELIEF_FED_TEACHER_FORGIVENESS,2025-12-02,STUDENT_LOAN_RELIEF,loan_forgiveness,no,yes,Teacher Loan Forgiveness,"Forgiveness of up to $17,500 on certain federal loans for highly qualified teachers who work full-time for five complete and consecutive years in low-income schools or educational service agencies.",U.S. Department of Education / Federal Student Aid,,medium,https://studentaid.gov/manage-loans/forgiveness-cancellation/teacher,https://studentaid.gov/manage-loans/forgiveness-cancellation/teacher,open,high,2025-12-02,Education & student help,Slow,Hard,Normal,MT
STUDENT_LOAN_RELIEF_MONTANA_RURAL_HEALTH_LOAN_FORGIVENESS,2025-12-02,STUDENT_LOAN_RELIEF,loan_repayment,yes,no,Montana Rural Health & Provider Loan Forgiveness Programs,State-supported and partner programs that offer loan repayment or forgiveness for health professionals who practice in shortage areas or underserved communities in Montana.,Montana health workforce programs / partner organizations,,medium,https://www.mthcf.org/resource/loan-repayment-and-forgiveness-programs-for-montana-health-professionals/,https://www.mthcf.org/resource/loan-repayment-and-forgiveness-programs-for-montana-health-professionals/,open,high,2025-12-02,Education & student help,Slow,Hard,Normal,MT
MT_SCHOLARSHIPS_MUS_SYSTEM_SCHOLARSHIPS,2025-12-02,MT_SCHOLARSHIPS,education_grant,yes,no,Montana University System – Scholarships & Tuition Assistance,"Overview of scholarships, grants, and tuition assistance available within the Montana University System, including merit-based and need-based awards.",Montana University System,,medium,https://mus.edu/financial-aid/scholarships.html,https://mus.edu/financial-aid/scholarships.html,open,medium,2025-12-02,Education & student help,Medium,Medium,Normal,MT
MT_SCHOLARSHIPS_MUS_MONTANA_TUITION_ASSISTANCE,2025-12-02,MT_SCHOLARSHIPS,tuition_assistance,yes,no,Montana Tuition Assistance & Waiver Programs,"State-supported tuition waivers and assistance programs for Montana residents, including veterans, Native American students, and other special categories.",Montana University System,,medium,https://mus.edu/financial-aid/waivers.html,https://mus.edu/financial-aid/waivers.html,open,medium,2025-12-02,Education & student help,Medium,Medium,Normal,MT
MT_SCHOLARSHIPS_MONTANA_EDUCATION_SCHOLARSHIPS_OVERVIEW,2025-12-02,MT_SCHOLARSHIPS,education_grant,yes,no,Montana Scholarships & Financial Aid Overview,"State-level overview of scholarships, grants, work-study, and other financial aid options for Montana students pursuing higher education.",Montana Guaranteed Student Loan Program / related agencies,,medium,https://www.mgslp.org/financial-aid/scholarships/,https://www.mgslp.org/financial-aid/scholarships/,open,medium,2025-12-02,Education & student help,Medium,Medium,Normal,MT
MT_SCHOLARSHIPS_MONTANA_HEALTHCARE_SCHOLARSHIPS,2025-12-02,MT_SCHOLARSHIPS,education_grant,yes,no,Scholarships & Aid for Montana Health Professions,"Scholarships and educational support for Montanans training in nursing, medicine, behavioral health, and other health professions, often tied to serving in rural or underserved communities.",Montana health-focused foundations and partners,,medium,https://www.mthcf.org/resource/financial-aid-and-scholarships-for-montana-health-professions-students/,https://www.mthcf.org/resource/financial-aid-and-scholarships-for-montana-health-professions-students/,open,medium,2025-12-02,Education & student help,Medium,Medium,Normal,MT
MT_COURT_SURPLUS_MT_COURTS_FIND_CASE,2025-12-02,MT_COURT_SURPLUS,court_case_lookup,yes,no,Montana Courts Public Case Lookup (Court Explorer),"Search Montana court cases to check judgments, liens, and orders that may include money owed, refunds, or surplus funds. Use this as a first step to see if there is a case in your name that might involve money.",Montana Judicial Branch,,medium,https://courts.mt.gov/explorer/,https://courts.mt.gov/explorer/,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
MT_COURT_SURPLUS_MT_DISTRICT_COURT_CONTACT,2025-12-02,MT_COURT_SURPLUS,unclaimed_court_funds_info,yes,no,Find Your Local District Court Clerk,"Directory of Montana District Courts and Clerk of Court offices. Contact your local clerk to ask about unclaimed funds from civil cases, foreclosures, bonds, or other matters where money might be held in the court registry.",Montana Judicial Branch,,medium,https://courts.mt.gov/courts/district/,https://courts.mt.gov/courts/district/,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
MT_COURT_SURPLUS_MT_COUNTY_TREASURER_TAX_SALE_INFO,2025-12-02,MT_COURT_SURPLUS,tax_sale_surplus_info,yes,no,County Treasurer & Tax Sale / Tax Lien Information,Many counties handle tax lien sales and may hold surplus funds from property sales. Use this county treasurer information as a starting point to ask about surplus from tax sales or foreclosures in your county.,Montana Association of Counties / County Treasurers,,medium,https://www.mtcounties.org/counties/,https://www.mtcounties.org/counties/,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
OTHER_MT_UTILITIES_MDU_LOW_INCOME_ASSISTANCE,2025-12-02,OTHER_MT_UTILITIES,utility_assistance_portal,yes,no,Montana-Dakota Utilities – Low-Income Assistance & Discounts,"Low-income energy assistance, bill discounts, and help for customers of Montana-Dakota Utilities in Montana, including support tied to LIEAP eligibility.",Montana-Dakota Utilities Company,,medium,https://www.montana-dakota.com/customer-service/low-income-assistance-programs/,https://www.montana-dakota.com/customer-service/low-income-assistance-programs/,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
